patient_id,immune_score,emt_score,hrd_score,MAPK_score
TCGA-D8-A1XJ,-0.3146483968778693,-0.9897423196407796,-0.3445805499450953,1.1985034616331327
TCGA-EW-A6SA,0.093095511732409,-1.048659342825871,-1.641069007072727,-1.4897596856044706
TCGA-D8-A27H,0.964661627497704,-1.0649199439379085,0.9512833703526536,1.0427452300893436
TCGA-E9-A247,0.5203927272998774,-0.6715062624027378,-0.068374937212098,-0.0979038206305169
TCGA-AC-A2FG,-1.294323252438118,-1.1992364981216823,-1.1579704504551775,0.6210010489040603
TCGA-B6-A0RP,0.0369787394938028,0.0912920515721268,0.725757529383372,-0.4297415948757724
TCGA-BH-A0DH,-0.1152901926230964,-0.0077904079120357,-1.2241980442903817,0.0884518396450028
TCGA-AN-A0AM,1.6694336646175485,0.7497741988473475,1.1022466540037046,-0.8937833536411469
TCGA-D8-A1XZ,1.0885399052106537,0.4920802615271693,0.3739992131538999,-0.4367462892520938
TCGA-E2-A154,0.4769152118575588,-1.3401383081055562,0.4286841619030056,-0.7907912539101888
TCGA-A1-A0SQ,-0.6197397953303747,-0.6484373568325841,0.9291946184615372,-0.3364867900745379
TCGA-A8-A06T,1.2474274978507427,0.7886048564231217,-1.2970999364995444,-0.7742032139310998
TCGA-BH-A0BD,-0.3556296674054578,0.5453308145871424,-0.2323959474022571,0.2785792584308472
TCGA-E2-A14P,1.454883938806675,0.6907481775648145,-1.5301849455722083,0.358979294431583
TCGA-B6-A0IQ,0.3343501332178473,0.6053993945158045,1.4419002073445362,0.6425539546773542
TCGA-E9-A1R7,1.2772404090908782,-0.8216758419370882,-0.7417247256219607,1.6777477164350254
TCGA-C8-A1HE,-0.1734877978403219,-0.6072064895910172,-0.3807480786708181,0.0549293737011815
TCGA-AR-A24W,-1.045807659512512,-1.585436694698595,-0.4049663234782528,1.552163552973849
TCGA-B6-A0RQ,-1.059478545396798,-1.5185030879551622,-1.7497913482576284,0.5566502302380827
TCGA-AN-A0FY,1.1995227092618863,-0.4371776978170618,0.2483494117477951,-0.6043201316394562
TCGA-AO-A129,-1.6333739091092356,1.3402464424800942,-0.0579101323618783,0.6033353636363047
TCGA-E9-A1RC,-1.4971103476067242,-2.575768884729245,0.4840812128731791,1.3815492113791812
TCGA-EW-A1J1,-0.5243126481131494,1.0484113406999955,-0.9915879893078546,-0.479043866832183
TCGA-GM-A2DO,-1.1362041623595838,2.6331244410526446,-0.5414056364677508,-1.5285934033281392
TCGA-AR-A24N,1.0163726264630977,-0.4256497097847093,0.1033282233606042,-0.0593780015607543
TCGA-AC-A3TN,0.5145113747605529,-0.4790233338695343,-0.4754029400385476,-2.3779703274546224
TCGA-A8-A094,-0.3727201053423299,1.4740158269726922,0.0503187532338497,-0.8545647626000974
TCGA-E2-A1IJ,-0.7476462709423661,0.5118132993096994,1.1438467876797545,-0.1357753550607339
TCGA-A7-A3J1,0.4295815996012569,0.7801959975858751,-0.5515035587098809,0.5103499701572352
TCGA-D8-A73W,0.4740869571168287,-0.3573827571195918,0.665524685206261,-0.2225642881299808
TCGA-GM-A2DF,-0.4133953281741055,1.151831492288946,-0.342155072339639,-0.0391336650665516
TCGA-A7-A4SF,-0.8164369492275966,0.4227443520804547,-1.6263148751504564,-1.272537185275055
TCGA-AC-A3EH,-0.1644379293141921,-0.2491338489143476,0.8121288497136714,-0.8548726612540026
TCGA-D8-A143,-0.0958415987525193,0.5868084369164147,0.5606914693836613,3.895695669833956
TCGA-BH-A0H9,1.0049901060107067,-0.7580280905222235,-0.9924163882636686,-0.0798532620453826
TCGA-EW-A1PA,0.0176500607213107,0.2857741271418231,-0.1104081452430063,0.3028647647575414
TCGA-EW-A1PF,0.8620232529197436,-0.2331659950202524,0.2485996251616287,0.8316807028380115
TCGA-LL-A7SZ,-0.1052834806038466,1.3193190285663874,-0.5724716792458424,-3.131667744880375
TCGA-AR-A24O,0.774120828636761,-0.0017082849951996,0.6402232710812402,1.1426968306129952
TCGA-B6-A2IU,0.2790048450901305,-1.0111902771880754,-0.784014367458988,-0.5649475912714567
TCGA-AC-A2QI,-0.1837959710894191,0.4606381169427709,0.1912987377963845,-0.625719088085798
TCGA-BH-A0DS,0.1825864437647678,0.1542169508935123,0.1014888397102361,-0.6017029930812717
TCGA-LD-A9QF,1.4091396195661912,1.557477027861777,0.6693655759196112,0.0809852972878241
TCGA-D8-A1X8,-1.144500719080499,-0.1268648162499659,-0.1691820399634312,0.4472692334386134
TCGA-A7-A4SD,-1.0204716030598238,1.211541810529243,0.4870597148883008,1.2912194437900353
TCGA-D8-A1JD,1.4311655085515076,-0.1128627572136908,0.9125869296186038,0.3796469915749017
TCGA-LL-A441,0.2332231118030446,1.232223213145665,-0.0790235160702779,0.3567855165225166
TCGA-AN-A0FF,-1.6831645478293964,0.0399018663203705,0.5078337872712261,-0.3342160375019949
TCGA-D8-A27V,1.3786235691975672,-0.3646077067066837,-1.043474669295728,1.141234312006951
TCGA-A2-A1FV,-1.0113271765516731,-1.5558739949561913,0.246397091106847,1.1297265998172807
TCGA-AC-A3TM,1.7759097751857116,0.1625886663299408,-0.8170253245068456,-1.8511172432927911
TCGA-E2-A15E,-1.3416252242391795,-1.0891590232555073,-0.0761482607684178,0.8490769767835982
TCGA-A2-A4S0,0.6410347058669648,-1.5497186356189674,0.0596525166996856,-1.8121680635739104
TCGA-E2-A1LL,1.1634178781462563,-1.3665730258570277,0.730280845966707,1.7397508078649837
TCGA-BH-A0BJ,1.102244672666644,-0.0089609785859487,-0.1079607922452411,1.0954728745704394
TCGA-BH-A202,0.5901384323665059,0.8142212638919043,1.4129785896897848,0.072595058968935
TCGA-EW-A6SC,-0.6216584005829169,-0.5902017630609738,1.0798443907634814,0.814438378219376
TCGA-AR-A24T,-0.970791156152759,-0.364720823191608,1.2459333474867544,1.1431201912621132
TCGA-AN-A0FS,-1.648124845122341,-1.5967721392212768,-0.3183033602025549,0.2937432671356301
TCGA-A2-A0CL,1.6297553482553206,2.0561760269844864,0.4408189436673303,0.4850637932053539
TCGA-B6-A401,1.241401008243887,-0.2155087526974798,-0.1812468307718698,-1.102461666324721
TCGA-A8-A085,-0.3456593126155348,-2.7638888803166664,-0.0823163235203067,-0.3569235632274291
TCGA-D8-A1JG,-1.519217060434798,0.8710678134346822,0.1084442225970717,1.3869374378225072
TCGA-A8-A09A,-0.7371654013873044,0.6021162525398056,0.2033624645341695,1.2323723135625957
TCGA-GM-A3XL,-0.8661797413420715,1.7494047991176722,-1.4807526688747144,0.4371085778597738
TCGA-PL-A8LZ,1.403897369646561,1.61374245776168,1.462428631110117,-0.2146743851236861
TCGA-AR-A0TR,-1.518707912312266,-0.0535543871489068,-2.74642367458992,-0.8688820500066433
TCGA-GM-A3XN,0.7309875521906396,0.3332663151162597,0.2381835006355494,-0.2739063886685088
TCGA-LL-A5YM,-0.6629216297593774,-0.229068093188564,-1.6916884966111028,-3.011972143175116
TCGA-XX-A899,-0.2569376635324314,0.6321620961323976,0.3661021976608344,0.3291900996663531
TCGA-A2-A0CK,1.6509038065126806,0.0817544721199415,-0.1245539183568514,-1.0500804078292678
TCGA-E9-A22D,-1.4189587743616234,2.627228496213072,-0.3561762711847379,-1.2427864778415605
TCGA-B6-A0RM,-0.0330080530885587,-0.8374519829903158,-0.2669919497523122,-0.7101218065872881
TCGA-AR-A0TS,1.191456921694622,1.0456469885674398,0.0280843652989421,0.918277199248568
TCGA-A2-A0YT,-0.0532214489909599,-0.0932770698228912,-1.2826611013329166,-0.2530462548664977
TCGA-AR-A1AY,-0.9846381788049348,-0.9351068245370636,1.4868814558356789,1.4671065498328113
TCGA-AC-A2B8,-1.1953640196552546,0.0356569540466029,0.8119517069009886,0.5487988145635253
TCGA-AQ-A54O,-0.913230005216474,0.1377706851107997,-0.6767849571576227,-2.7641907014457083
TCGA-E9-A1RA,-0.1165445077620437,-0.2296700933622016,0.3339441421131995,-0.0861266971186798
TCGA-A8-A096,-0.6101870235936969,1.1076777929758597,0.9262711910179714,-0.3877519159495874
TCGA-E2-A156,-0.7729688147358356,-2.408156356045677,-0.60045837242312,-0.5765707654563406
TCGA-C8-A12M,-1.1921158652636274,0.6325570454798121,-0.425022963038923,-0.3305597409868822
TCGA-E2-A15M,0.5693258198576736,1.0231128052378748,0.2858452999093206,1.2864470146545195
TCGA-E2-A15R,1.323926676693065,-1.7712756503480425,-0.3923333642719304,0.3870365592686038
TCGA-B6-A0IG,-1.0038573953854688,-0.1364902611735673,-0.2077688058740552,-0.2141355624793544
TCGA-BH-A0HX,-0.8360572989670472,-0.5051490791098107,0.1326388509867296,-0.3820173035206219
TCGA-D8-A1X6,1.684655234637766,-0.2641171565431567,-1.341507215787621,-1.6236571127210604
TCGA-A8-A07F,0.3901603336811523,0.2290818160257902,0.6950555317428164,0.676268857279866
TCGA-AO-A1KO,0.9310529648719756,-0.9176394421126514,-0.6876608994469487,1.5658265557408484
TCGA-AN-A0FN,-1.4249231002619795,0.9461178884923176,2.271420151692876,0.0513500518495452
TCGA-A2-A04T,-0.1502979123762025,1.461969748203454,0.4902953692303679,0.4894513490234888
TCGA-A7-A26I,1.0181691381176587,-1.4195064451507495,1.090456366609057,1.1032858029132573
TCGA-A8-A07J,0.5661281096400052,-0.4282149397283135,0.7494810374108464,-0.1770722620156361
TCGA-A1-A0SN,-1.076147807332841,0.758428820753276,1.176096828563095,0.4195583545872341
TCGA-A8-A07G,-0.2653068656071009,-0.32906451947679,1.6560356345725809,0.179820765191075
TCGA-BH-A0DP,-0.197742820664946,0.1528720674545441,0.7045195316893759,0.3466633482754142
TCGA-D8-A1JN,1.2205948743912434,0.6875596076791728,-0.6235157296063443,-1.187403207470543
TCGA-A7-A26H,1.009345849983696,0.0735255062122039,0.3604588883864253,0.5782801106748511
TCGA-A2-A0T0,1.5380584280753669,0.2790309069794694,0.3613953662171829,0.5291317880453915
TCGA-C8-A12Q,0.0045383208144073,-0.1724416711614627,0.4238118069290756,0.6935111818984995
TCGA-E2-A1BC,-1.1899233924570842,-1.152409861327181,0.5295090983794071,1.1375010408283617
TCGA-BH-A0BF,-0.0311720631330331,1.5322203726551178,1.0165549125305704,-0.0102296789312948
TCGA-E9-A5UP,1.4010007693502269,-1.3703790522428498,-2.090190805083661,-2.670243124673187
TCGA-B6-A0RL,0.8760026710823888,-1.383297653197623,-3.667991500022748,-2.627676135770932
TCGA-A8-A095,-1.0004818746601103,-0.4461194627044743,0.1054814140858126,-0.0156179053746188
TCGA-A2-A04Q,-0.1058870784208992,2.3978547059126183,0.4128398922598669,0.2327023589991197
TCGA-D8-A1XL,1.290224057958207,1.670259436877193,-1.2949471969348636,-1.3908857303694837
TCGA-BH-A0BR,-0.9824598414184644,-0.0328281621828609,1.1708446406717283,0.3570549278446814
TCGA-B6-A0X0,-0.4243998759934691,-0.5559312926936136,-0.4267971573078897,-0.8399780638713865
TCGA-EW-A423,-1.5736678971095308,0.5365512033780032,-1.8784203622651987,-1.996599357262529
TCGA-GM-A2D9,1.0969585993482345,-0.3858356079841173,-0.7248123416017147,-1.5952919492301365
TCGA-B6-A1KI,0.2523037447113144,-1.2473847975712846,-0.7492219895218548,-0.3935635030420293
TCGA-A8-A092,-0.8444358099059488,-0.3503027317538507,-0.43989274422498,-0.4949776221717263
TCGA-AR-A24Q,1.3663586905479708,0.6915442425017859,1.749542732341325,1.9037453284007104
TCGA-AR-A1AI,-0.8710000367798818,1.6305811980138307,-0.5751044786148578,1.553202710930775
TCGA-LL-A6FR,1.7580011909201196,-1.8663679657699763,0.0614860703994747,-1.4465384120626688
TCGA-AR-A250,-0.6062726111105374,0.4810451931864236,0.822319630096764,-0.1636401832390644
TCGA-BH-A0B3,0.5659021207693735,0.8540191270892756,1.1245850624974418,1.0614885606457607
TCGA-E2-A1LK,-0.1314158588051667,-0.8531681466566332,0.5995079080088543,0.3799548902288079
TCGA-BH-A0AW,0.6156773010774462,1.5311654658250655,0.2653753274806598,0.0419976302372063
TCGA-AN-A0FZ,-1.435354214867281,-1.6192531692223124,0.0768230886111363,-0.5470894693450138
TCGA-LL-A5YO,0.0108216345490515,2.335097586719668,-0.1800126594960348,-0.4882808264493091
TCGA-W8-A86G,-0.2676363185856712,-1.6503738272497344,-0.2954367783527322,-0.3399121625992211
TCGA-A8-A06O,-0.376496578710306,-0.032210055881754,-0.978550286217752,-0.6250263161145142
TCGA-D8-A1XC,-1.397839805906271,-1.8452947575506269,-0.7351611323221466,-0.7900215072754304
TCGA-B6-A0I9,0.2807542405545427,0.4943250269582692,-0.7851848554335185,-0.5707206910321603
TCGA-B6-A0IO,1.2499313567678776,0.3716525739073809,-1.3624653346170854,-0.6934952792764619
TCGA-UL-AAZ6,0.9183974972566872,-1.0981796287687218,-2.128603776872797,-1.358633346373018
TCGA-BH-A201,-1.1582820713111617,-1.2570369697622972,0.7378027410072571,0.8572747784437991
TCGA-AO-A0JC,-0.5051013601556159,2.8934416692207283,0.0250886667118199,-0.2643230430657402
TCGA-A8-A09I,-0.3458651941679094,0.9394326260875452,0.1995414231047359,-0.5423940148729726
TCGA-A2-A1G4,-0.3834772366235743,-0.3907265486603646,-1.0943306921945202,0.2405922620054164
TCGA-AC-A4ZE,1.6410695664267625,-0.0050375124019812,-1.9920549601738995,-0.5405081356178103
TCGA-E9-A54X,-0.5902925904246511,-2.3028265960863488,-0.6196926185591934,-0.2497748316687656
TCGA-A8-A06Z,1.664248894842144,-1.518807401363055,-1.911795436745588,-0.9772623761809234
TCGA-E9-A1N4,-0.8279049290871258,0.3937154022919836,0.9387550827113874,1.4886594556061072
TCGA-B6-A0WW,-1.6400209312117464,0.0003892361455708,-0.1872475629567571,-0.5367363771074837
TCGA-AO-A0JJ,-0.1034455191802596,0.7221828258308185,-0.3347102239601585,0.4315279147577595
TCGA-D8-A27G,1.466142989912166,0.766151399745852,0.7655014190038463,0.0617801187505497
TCGA-EW-A1J6,-1.0056883163445602,1.103984526110092,-1.752875061033545,-1.2739997038811004
TCGA-AC-A8OS,-0.9435467587129988,0.1375344210920063,-0.2878814160132433,0.568196429759488
TCGA-B6-A0WY,-1.1258379451237033,0.0634880339007191,-0.4726942840116007,0.5468744479766237
TCGA-LL-A6FQ,-0.1544853395143599,-0.3149629234951286,-1.5792745867267783,-2.730937646824054
TCGA-E2-A14Z,-0.2897354646398952,1.271671165689649,0.155217400852486,-0.5363130164583668
TCGA-A7-A13G,-1.2125084488267783,-2.023715243410746,0.3709832196783391,1.713310010960962
TCGA-AN-A0FD,-0.3781252955614617,0.7217677918708529,0.3892695658940905,-0.6389972175354187
TCGA-C8-A3M7,-0.6658573214834522,-0.1532593154424123,-0.6901035581503757,0.3131023949998576
TCGA-D8-A73U,0.8548482779074352,1.7712698472147388,0.6199911030349899,-0.4866643585163137
TCGA-LD-A66U,-1.3125662533036508,0.8865727297442226,-1.4324552833666346,-1.5232436642165537
